IBGE;ESTADO;IPS;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA;POBE23;POB23
1101476;RO;59,46;75,29;60,06;43,02;81,5;50,15;88,83;80,68;86;22,77;77,87;53,6;15,95;55,1;72,54;28,48;46,51;0;18,23;5,79;5,22;65,83;15,24;43,92;74,77;98,69;86,6;91,59;0;1;6,81;3;36,02;0,54;5,7;20,5;5,45;0,4;14,43;2,27;113,27;0,32;36,02;175,07;180,12;36,02;0;0;69,97;0,47;82,59;1,85;33,33;8,29;2;0;2;15,79;0;28,95;0;1;123,39;169,98;3;40,79;31,15;62242,06;2157,91;10663,02;28332,54;103395,52;107029,67;39684,71;5742442,8;764;266
1101484;RO;55,28;62,73;54,43;48,68;85,61;25,62;87,24;52,45;81,67;12,35;77,65;46,04;26,83;61,28;90,87;15,76;37,04;0;19,34;0;4,04;34,47;0,9;24;44,99;96,98;97,37;99,61;91,58;6;19,74;4;11,44;0,2;5,7;25,3;4,95;2,4;5,08;1,43;73,2;0,19;78,96;39,48;138,18;58,01;10,34;0;89,22;0,12;51,94;0,2;55,56;7,7;5;0;2;9,23;0;16,92;0;1;7,46;33,2;2;23,38;16,73;62311,34;3164,07;18618,03;40952,35;125045,79;130675,81;26335,31;5969471,26;147;473
1101492;RO;57,26;61,71;66,66;43,41;90,17;4,97;87,95;63,76;83,61;13,73;88,21;81,1;55,89;49,8;56,2;11,75;15,04;0;3,08;4,84;5,57;0,38;13,57;7,4;58,98;97,25;95,49;92,93;22,52;5;9,67;3;14,51;0,4;7,8;16,3;5;1,4;11,48;0,97;58,81;0,29;24,18;38,68;101,54;24,18;4,84;67,65;23,86;2,85;124,94;11,62;63,64;5,03;11;10;1;16,92;2,68;25,94;62,7;5;123,16;76,05;3;17,12;12,66;203490,07;17248,34;95712,84;142430,29;458881,54;488042,89;23143,16;16579617,47;1936;2850
1101500;RO;58,07;59,07;63,19;51,94;85,36;19,81;83,93;47,2;84,7;17,43;84,93;65,7;37,43;57,38;99,71;13,23;12,35;1190,48;8,44;8,02;5,27;16,36;7,03;28,85;43,12;93,74;99,31;89,55;32,19;5;25,31;5;33,75;0,2;7,9;15,8;5;0,1;14,12;1,23;76,92;0,45;19,73;84,38;118,13;25,31;8,44;45,15;37,97;5,75;315,33;10,05;66,67;5,65;6;5;2;13,58;0;19,75;0;1;3,42;0;1;21,44;12,92;147309,18;11109,32;61163,3;89979,78;309561,57;332986,99;28109,66;24249103,63;893;1940
1101559;RO;56,27;60,77;54,39;53,65;87,49;9,46;89,79;56,35;78,59;15,42;74,56;49;36,53;62,2;95,83;20,05;23,81;0;8,59;0;6,95;12,11;16,73;3,46;51,66;99,41;99,41;99,53;17,51;4;23,62;5;9,21;0,1;10,7;25,9;4,9;4;6,44;1,68;92;0,5;118,12;94,5;330,74;23,62;8,62;0;95,72;0,16;55,88;1,2;44,44;5,43;8;4;2;7,14;3,23;19,05;0;1;49,12;0;1;29,57;21,39;62959,36;3836,24;15259,28;34221,65;116276,53;121300,64;29158,81;8273330,6;734;464
1101609;RO;50,77;55,29;54,51;42,5;86,55;9,04;79,53;46,06;79,84;8,22;79,13;50,85;19,16;54,92;79,66;16,28;17,39;0;9,62;9,62;6,15;9,44;8,84;8,62;27,79;98,01;82,73;97,18;42;6;28,86;5;9,62;0,88;9,5;20,9;5,15;5,1;3,66;0,99;46,63;0,26;19,24;86,58;96,2;9,62;19,24;0;80,78;0,83;97,74;7,06;55,56;2,98;3;0;2;14,78;3,48;33,91;0;1;39,53;42,75;3;23,68;17,59;140069,45;5750,64;23488,16;79582,44;248890,68;257425,79;24876,86;6707185,53;665;1428
1101708;RO;56,98;69,65;55,4;45,9;90,26;21,22;90,15;76,99;82,44;15,08;71,5;52,57;46,03;46,32;78,03;13,22;13,99;144,93;8,87;0;5,31;28,73;0,05;19,9;54,02;99,78;98,63;99,47;0;1;17,74;4;17,74;0,1;10,5;21,7;5;0,2;9,11;1,41;78,36;0,28;44,36;177,43;195,17;62,1;8,87;0;82,95;0,29;34,89;0,27;66,67;11,89;8;5;2;9,79;57,22;18,18;0;1;58,72;81,3;3;20,13;13,72;110938,33;9241,21;54173,71;85571,48;259924,73;273501,27;24682;16216548,84;2332;798
1101757;RO;52,8;57,09;60,2;41,11;84,05;10,92;86,42;46,97;72,52;9,82;85,14;73,3;21,99;52,21;80,17;10,09;27,78;0;9,11;8,79;7,21;13,33;0,26;11,96;47,77;92,77;98,92;97,13;36,83;5;26,37;5;35,16;1,8;12;35,2;4,6;4,3;4,42;0,6;63,11;0,32;26,37;70,32;79,11;17,58;3,14;47,79;41,5;1,6;71,41;6,84;55,56;3,69;4;0;1;15,28;0;18,06;0;1;33,52;75,7;3;14,64;10,91;93455,46;6374,76;27946,91;84100,49;211877,62;220587,91;19106,79;5460045,85;2105;1019
1101807;RO;53,31;59,01;56,86;44,07;88,97;5,65;86,89;54,51;79,45;12,99;85,17;49,84;25,85;52,3;75,41;22,72;16,13;0;15,02;0;5,37;1,72;4,98;10,74;49,27;96,24;95,15;97,97;23,37;5;15,02;4;30,05;0,2;11,8;27,2;4,85;0,9;8;1,39;64,52;0,27;22,92;45,07;135,22;45,07;14,65;0;91,47;0,61;70,97;1,85;55,56;4,21;3;4;2;19,36;0;20,97;0;1;89,61;72,94;3;33,59;24,19;100038,75;4130,27;20871,15;53871,4;178911,57;185648,19;28605,27;5878122,47;1425;490
1200013;AC;54,33;68,32;55,66;39;88,95;39,39;80,92;64,02;73,52;14,3;83,4;51,43;30,38;50,07;67,09;8,46;12,66;0;19,37;0;5,07;29,27;82,83;35,55;51,94;95,11;84,74;84,46;22,85;5;6,46;3;12,91;3;18,7;35,4;5,2;1,1;6,79;1,47;81,11;1,69;12,91;51,65;103,29;71,01;6,46;0;69,16;5,56;75,01;11;66,67;3,42;3;6;1;17,3;1,48;18,14;3,61;3;91,23;119,19;3;13,8;8,21;157857,66;13439,22;91388,79;114911,16;377596,83;398724,88;25362,56;16782729,55;6084;1618
1200054;AC;52,61;61,34;59,72;36,76;74,81;52,75;70,62;47,19;56,07;16,88;81,79;84,15;41,17;45,58;46,95;13,34;23,26;0;53,09;26,97;2,81;36,65;61,98;69,13;38,27;61,64;88,58;87,4;81,36;6;29,71;5;2,7;7,4;40,7;39,9;4,6;2,3;3,87;3,76;91,62;1,31;13,27;53,09;172,55;79,64;13,27;84,16;6,97;12,02;142,46;25,76;55,56;0,93;9;6;3;30,23;4,88;14,88;18,83;4;180,37;322,32;4;19,87;14,12;44810,29;3943,74;20601,46;61986,01;131341,5;133916,18;17507,67;7629839,36;5892;944
1200104;AC;50,2;66,85;61,76;21,98;90,93;55,81;76,1;44,56;83,44;16,09;78,35;69,15;24,24;40,13;9,77;13,79;7,59;72,75;3,75;7,49;5,02;48,5;71,91;58,77;56,46;83,27;83,22;76,4;40,23;6;22,47;5;18,73;0,5;13,5;19,4;5,45;0,4;6,02;2,38;90,99;1,05;22,47;44,94;146,06;71,16;26,22;49,15;40,22;7,86;127,32;21,83;63,64;1,05;5;0;1;27,7;4,96;18,03;480;5;1377,91;382,38;4;21,75;13,83;185723,92;45440,04;171335,06;203111,81;605610,83;685636,23;25278,78;33716368,77;13241;1402
1200138;AC;51,47;64,5;54,36;35,57;88,89;49,16;73,9;46,06;63,6;13,28;83,38;57,18;17,79;29,91;72,84;21,72;12,45;80,65;12,63;9,6;3,65;41,1;63,25;53,8;46,88;80,04;81,71;80,49;69,57;6;38,39;5;9,6;3,4;25,3;39,3;4,05;2,3;2,08;1,19;99,78;1,56;9,6;38,39;86,37;76,78;9,6;11,27;44,67;5,95;140,06;35,66;77,78;1,92;1;0;0;28,63;25,07;33,61;0;1;19,75;211,57;4;32,35;22,99;168855,77;8390,81;36997,7;81805,92;296050,19;300830,27;28455,38;12237361,42;3945;2527
1200179;AC;49,34;64,55;52,07;31,39;87,19;30,91;82,9;57,18;60,51;8,77;87,45;51,56;18;35,03;63,5;9,03;5,26;526,32;25,57;3,49;4,25;33,06;10,28;35,99;37,81;91,4;97,74;93,94;28,11;5;16,66;4;13,8;5,3;24,9;34,1;4,2;7,3;1,64;1,49;55,72;0,62;16,66;41,64;41,64;41,64;8,33;3,23;58,95;7,97;115,3;17,35;66,67;1,67;2;0;1;25,79;30,02;30;0;1;129,81;236,13;4;13,76;9,37;342298,27;13142,1;52997,49;94528,19;502966,05;512352,89;41722,55;8376032,28;5724;1076
1200203;AC;55,14;66,62;62,61;36,2;88,83;44,09;83,76;49,8;75,54;19,88;86,59;68,45;30,09;67,49;31,95;15,26;11,83;59,14;15,72;2,25;5,33;50,57;5,62;50,54;68,6;80,6;91,68;90,98;38,82;5;26,94;5;17,96;1,8;18;31,9;5,1;0,9;8,64;3,42;99,91;1,25;16,84;62,87;141,46;48,28;5,61;27,11;13,29;10,12;19,09;7,88;50;1,59;4;7;7;22,65;3,07;19,34;95,75;5;308,83;145,81;4;23,39;15,73;100356,96;167725,3;900139,92;696401,76;1864623,94;2058629,67;22934,82;144144381;45648;4470
1200252;AC;59,87;71,34;66,71;41,57;87,15;63,3;88,16;46,74;79,66;37,87;82,94;66,37;32,56;49,22;73,39;11,12;20,48;0;5,43;5,35;7,1;62,2;72,77;61,1;68,29;90,62;96,36;92,7;56,66;6;32,09;5;5,48;1,8;18,3;17,2;5,2;0,3;49,46;1,56;83,36;0,81;21,4;69,53;85,58;53,49;5,35;37,69;54,98;3,78;51,3;10,22;88,89;1,28;4;4;2;22,18;2,91;17,75;0;1;13,36;282,03;4;16,6;11,75;160895,35;22539,98;246925,15;143215,4;573575,87;644541,5;33960,77;27410925,06;6604;1396
1200302;AC;48,1;54,38;56,96;32,96;84,15;18,06;64,43;50,87;62,01;12,95;88,32;64,54;12,5;42,89;70,26;6,19;35,49;48,02;11,47;5,73;5,85;15,41;27,04;17,96;47,24;60,67;79,49;66,42;39,32;5;31,53;5;11,47;1,8;37,3;48,5;5,05;4,8;2,73;2,39;78,15;0,82;8,6;48,73;68,8;34,4;8,53;34,77;7,52;20,54;154,21;70,09;53,85;0,43;1;0;2;28,39;5,55;24,46;3,81;3;53,87;40,59;3;9,78;6,2;172858,33;24430,69;103189,96;248872,24;549351,22;567040,49;16207,64;22462188,71;20360;2190
1200328;AC;46,35;52,08;60,84;26,12;78,84;32,65;49,59;47,24;66,84;5,76;94,88;75,89;16,98;36,22;40,25;11,03;24,39;458,72;11,8;35,41;3,64;30,72;26,51;37,34;38,62;35,9;61,33;61,02;60,62;6;24,37;5;2,41;2,4;34,1;31,8;4,55;0,2;0,65;0,24;48,51;0,31;4,86;11,8;11,8;11,8;5,27;56,9;3,96;17;51,97;33,73;66,67;0;2;0;1;31,71;5,33;26,83;9,73;4;359,37;132,66;3;18,43;10,43;21976,92;2459,77;14030,5;73684,21;112151,42;113975,21;13209,92;6233971,27;6670;619
1200336;AC;56,08;69,84;61,6;36,81;87,99;51,84;78,39;61,16;65,29;11,02;89,31;80,78;30,27;47,69;57,57;11,72;19,05;50,63;15,54;0;5,59;54,23;22,42;59,92;58,36;77,5;86,82;86,47;18,64;4;15,54;4;20,71;4,8;21,7;37,8;4,3;1,7;2,5;1,23;75,74;1,14;10,36;56,96;51,78;36,25;6,64;64,71;8,18;5,99;29,45;12,12;63,64;1,19;5;4;3;26,91;7,32;19,52;7,7;3;103,41;312,31;4;17,67;12,27;53380,81;13659,01;48626,06;147681,74;263347,61;269204,84;13704,87;12008244,58;13476;558
1200344;AC;53,06;63,27;56,96;38,94;83,71;54;77,87;37,51;63,53;14,42;86,17;63,71;24,47;41,42;79,29;10,59;10,71;434,78;10,44;21,14;5,52;48,43;30,29;69,77;49,84;70,92;94,99;89,84;73,18;6;52,19;6;20,88;2,4;35,7;33;4,55;4,2;2,38;2,36;92,34;3,21;10,44;31,31;73,06;52,19;20,88;54,43;6,03;28,69;210,91;69,58;66,67;0,52;5;0;2;31,07;3,4;16,07;0;1;43,89;93,72;3;18,04;9,79;55704,08;11432,43;33663,14;74979,35;175778,99;184903,71;19060,27;10769577,22;8110;653
1200351;AC;54,75;67,15;62,06;35,05;89,75;23,35;72,42;83,07;59,53;5,34;94,52;88,83;25,24;40,09;63,03;11,85;11,98;299,4;10,36;4,5;4,1;27,45;1,35;26,54;37,62;59,39;92,99;92,82;7,82;3;3,26;2;0;2,2;32,3;50,9;4,1;2,9;0,61;0,31;44;0,09;2,3;25,91;31,09;5,18;5,3;89,91;3,66;11,68;30;13,69;77,78;0,47;2;4;2;29,04;15,91;14,67;26,06;5;42,72;86,44;3;18,81;11,81;56418,93;5964,03;29457,96;161583,28;253424,21;256864,84;13020,98;15109416,89;12977;951
1200385;AC;56,41;75,02;55,05;39,16;87,33;47,37;89,04;76,31;68,85;12,35;89,32;49,7;21,52;50,67;78,61;5,85;24,56;0;10,12;5,06;5,16;43,68;69,81;43,5;64,76;90,6;97,65;97,65;19,07;4;5,01;2;10,02;4,1;23,6;26;4,75;3,9;3,99;1,77;73,78;0,97;25,06;50,11;85,19;30,07;3,21;0;76,06;1,98;40,3;2,43;72,73;1,7;3;0;3;24,21;3,4;28,77;0;1;51,94;125,43;3;9,63;5,61;309366,11;17444,41;98405,08;149485,64;574701,23;601470,51;29854,1;19171104,49;5908;1570
1200393;AC;55,23;69,77;59,24;36,69;86,23;46,32;69,93;76,61;61,57;4,42;93,48;77,5;24,11;25,2;84,37;13,07;20,91;86,96;16,69;8,35;4,33;50,98;62,67;34,44;41,55;56,94;92,59;82,97;12,75;4;5,05;2;8,17;2,6;29,8;48,9;4,15;1,5;0,98;0,4;32,02;0,18;8,17;33,38;8,17;8,17;1,81;52,1;3,76;11,9;33,33;17,84;55,56;0,41;2;6;3;32,06;79,55;13,94;0;1;84,05;36,88;2;20,33;13,28;25572,85;4314,23;22836,36;104988,4;157711,85;160534,75;12845,86;7617665,55;7199;748
1200401;AC;63,7;69,06;68,11;53,94;89,02;65,61;83,29;38,32;78,82;45,77;83,58;64,27;41,58;72,67;45,74;55,77;17,76;17,41;14,27;1,69;4,63;62,83;87,74;60,73;92,51;81,88;82,06;78,78;103,14;6;50,31;6;15,96;1,4;13,6;23,2;5,25;3,3;19,53;16,76;116,06;2,58;23,71;75,23;73,78;63,13;8,95;19,62;34,76;8,84;10,93;2,7;52,94;2,92;7;9;7;16,66;1,17;33,12;110,38;5;246,52;93,8;3;90,99;54,07;464933,15;880534,42;5153657,3;2949436,31;9448561,18;10955674,86;26119,02;1583035722;111711;23170
1200427;AC;54,67;65,5;59,24;39,26;88,24;32,77;82,08;58,92;69,92;7,38;89,82;69,82;19,54;43,1;82,13;12,29;17,29;0;5,17;5,17;6,64;45,12;3,7;28,45;39,91;83,96;98,42;96,46;34,3;5;10,34;4;3,19;2,6;18,7;39,1;4,45;0,5;1,91;1,07;46,63;0,37;15,5;31,01;87,85;36,17;5,28;32,17;18,12;9,16;39,01;13,36;54,55;0,52;2;3;2;28,82;2,96;26,51;0;1;10,41;99,11;3;19,28;12,39;55116,28;7342,37;31896,1;158223,94;252578,7;255648,56;12933,1;15318793,99;10205;767
1200435;AC;46,15;51,83;57,58;29,03;49,3;36,3;41,81;79,91;54,48;4,74;88,54;82,57;15,22;30,75;69,83;0,33;60,4;234,34;119,1;29,78;6,67;36,01;29,07;39,37;38,42;32,85;50,13;45,58;0;1;14,89;4;0;1,1;31,8;65,2;3,1;0,3;0,61;0,29;38,07;0,54;9,8;14,89;15,29;45,87;14,89;66,49;1,86;11,15;52,46;19,01;55,56;0,45;2;0;1;31,54;28,19;22,82;3,88;3;58,93;71,58;3;0,58;0,29;25745,47;2260,06;14093,65;64913,49;107012,68;108545,11;15747,15;5866318,05;4937;335
1200450;AC;54,18;60,85;58,63;43,05;80,85;40,8;69,54;52,21;75,04;18,42;88,85;52,19;25,49;44,05;90,78;11,89;17,46;87,16;25,82;8,69;8,58;40,12;70,41;30,51;71,59;87,17;64,61;53,77;47,89;6;12,91;4;12,91;3,9;19,1;21;5,2;2,2;9,83;2,55;90,88;1,43;8,61;30,13;111,9;51,64;12,91;0;74,8;2,7;44,07;3,75;54,55;1,89;6;0;2;27,43;3,1;32,42;0;1;8,53;16;2;19,28;11,6;391220,06;30582,33;150417,75;175830,35;748050,5;779671,69;33253,93;22863630,3;11702;1519
1200500;AC;54,88;68,6;57,61;38,43;86,88;40,05;77,99;69,49;59,2;12,47;84,21;74,55;23,97;48,97;71,46;9,33;23,95;149,7;8,6;2,15;6,46;35,98;71,01;33,44;50,31;70,33;94,87;90,71;14,6;4;8,6;3;10,75;7,8;28,2;43,6;4,75;3,7;2,08;2,13;79,72;1,39;21,5;66,65;131,15;51,6;4,3;53,57;9,74;12,53;99,59;27,69;38,46;0,32;7;0;3;24,7;10,46;15,42;2,47;2;87,92;44,32;3;14,01;9,8;209648,96;36343,6;153427,53;322723,7;722143,79;748094,17;15860,21;26124791,23;29598;1978
1200609;AC;48,38;59,7;58,4;27,03;88,29;33;71,4;46,11;61,63;11,48;85,84;74,65;20,14;43,1;34,94;9,96;21,53;87,49;11,59;2,32;4,9;40,05;11;32,55;51,99;61,36;85,09;83,51;39,95;6;27,81;5;9,27;5,3;33,8;40,8;4,7;1,5;3,45;1,63;70,07;0,85;16,22;27,81;83,43;67,21;4,64;52,59;9,32;14,24;79,54;36,93;54,55;0,97;4;0;3;32,3;3,94;39,02;43,94;5;273,69;191,03;4;15,92;9,86;176339,17;23416,04;158431,94;322737,01;680924,15;711884,41;16279,09;38302334,36;33089;2301
1200708;AC;52,15;71,81;58,98;25,66;88,1;49,2;78,77;71,16;69,1;11,82;84,05;70,94;15,29;45,93;33,89;7,52;28,48;65,57;5,1;5,1;4,5;44,21;58,04;52,04;51,3;75,66;92,11;90,05;30,35;5;5,1;2;10,21;2,1;27,3;36,2;5,05;3,3;1,4;2,21;76,3;1,12;25,52;45,93;102,06;61,24;10,21;55,94;30,36;10,39;131,63;33,42;55,56;0,56;2;0;3;28,17;8,59;28,48;0;1;478,67;280,06;4;11,28;7,9;199220,7;23433,24;69330,85;142223,11;434207,91;454980,63;22902,48;15459174,27;7196;1783
1200807;AC;48,69;55,71;51,68;38,69;84,83;21,08;70,14;46,76;64,99;8,67;79,79;53,29;20,63;42,48;82,43;9,23;19,39;56,18;31,87;3,46;4,21;14,84;41,35;21,18;46,05;82,18;71,12;75,13;76,66;6;31,87;5;5,31;2,8;26,1;38,9;4,6;5;0,99;0,59;69,56;0,91;26,56;69,06;85;37,19;31,87;0,01;53,64;5,27;78,36;11,44;77,78;2,66;2;0;2;25,21;16,97;32,69;0;1;6,91;77,96;3;14,16;9,51;259570,87;13578,14;50906,8;139960,17;464015,98;471314,64;24623,3;13736612,33;11504;1737
1300029;AM;52,48;65,63;57,3;34,52;90,78;21,55;85,08;65,13;53,99;5,45;88,82;80,92;23,04;35,82;64,47;14,75;17,63;0;6,17;6,17;3,36;15,79;53,67;16,61;61,7;86,67;94,96;91,57;21,86;5;6,17;3;6,17;9,3;27,1;54,2;4,1;1,2;0,47;0,17;43,46;4,74;6,17;18,5;55,49;24,66;24,66;52,41;6,07;3,56;18,77;9,15;66,67;0,19;2;4;2;34,26;4,47;83,38;29,53;5;25,79;46,23;3;25,68;13,3;66407,12;10232,34;32275,71;104372,11;213287,28;217332,51;13255,22;2369797,35;10564;1144
1300060;AM;55,65;70,81;59,84;36,3;83,73;47,35;77;75,15;66,09;5,79;85,52;81,95;19,83;40,59;69,24;15,55;30,19;377,36;8,52;17,04;3,63;53,21;15,65;52,02;44,06;90,08;99,18;65,57;11,82;4;5,23;2;17,04;2,7;21,8;41,3;4,4;3,5;0,34;0,11;50,09;2,67;8,52;51,13;68,17;17,04;34,08;43,42;2,38;0,61;6,98;1,01;55,56;0,17;4;0;2;26,04;15,81;70,94;26,98;5;69,61;23,65;2;28,57;13,07;13548,26;5176,56;19563,88;77746,18;116034,88;118871,74;9960,76;8352216,17;5619;1895
1300086;AM;56,14;72,81;61,18;34,42;93,47;37,34;79,45;81;77,96;6,1;93,27;67,41;29,27;31,27;71,35;5,79;8,77;109,89;7,17;0;3,36;44,59;4,1;40,86;46,5;92,25;98,14;72,01;5,13;2;7,17;3;2,98;0,4;15,2;27,6;4,85;0,8;0,72;0,17;46,22;7,14;7,17;21,5;85,99;14,33;7,17;0,07;8,28;1,18;27,25;1,68;44,44;0,43;5;6;1;35,53;7,01;58,33;384,62;5;44,8;22,46;2;10,15;5,18;36623,92;6641,35;20013,7;72409,64;135688,61;138599,4;9697,69;3704100,11;7548;597
1300102;AM;60,62;79,68;65,95;36,24;91,14;69,65;80,47;77,48;77,97;5,96;92,01;87,85;11,61;35,15;88,34;9,85;15,5;237,13;4,66;4,66;3,39;79,46;46,55;66,22;76,72;93,75;90,95;57,87;16,04;4;4,66;2;2,88;1,9;14,4;22,5;4,9;0,9;0,25;0,14;49,38;5,34;13,97;13,97;51,22;18,63;9,31;61,52;1,39;0,92;3,91;0,14;36,36;0,28;2;0;1;31,78;7,97;35,66;0;1;37,31;13,75;2;15,45;9,94;83154,83;10306,79;33232,57;115607,17;242301,35;248435,25;11324,94;7398397,25;10753;368
1300144;AM;49,49;55,66;53,7;39,12;88,36;16,75;73,55;43,96;64,48;6,61;91,73;52;37,76;45,55;67,18;5,98;11,32;377,36;8,95;9,1;4,44;23,18;5,37;13,1;56,49;85,9;67,92;79,55;45,56;6;35,78;5;22,36;9,5;24,3;27,3;4,9;1,7;1,04;0,2;51,99;3,75;17,89;40,25;84,98;13,42;4,47;67,32;7,77;31,35;568,69;170,76;63,64;1,7;8;4;2;23,02;6,58;70,94;46,95;5;93,96;37,24;2;8,97;6,29;84455,83;24728,4;59992,08;113588,96;282765,27;297810,09;13096,89;18455754,38;6061;2074
1300201;AM;53,59;65,46;62,05;33,27;79,53;40,64;59,61;82,06;57,61;4,06;92,15;94,38;34,68;37,97;46,03;14,39;53,57;357,14;19,61;9,81;3,38;48,39;13,74;41,17;46,81;63,4;75,11;49,34;9,9;3;4,02;2;6,17;3,4;32,2;53,2;3,75;0,4;0,32;0,17;30,95;4,67;4,16;9,81;19,61;19,61;14,71;84,41;0,32;1,38;11,46;0,86;45,46;0,1;11;0;3;26,79;40,8;55,71;11,33;4;291,25;107,93;3;24,34;13,42;26576,17;5315,83;25012,83;123688,71;180593,53;184947,27;8862,72;9518172,09;9171;736
1300300;AM;51,61;57,5;54,78;42,54;89,05;23,86;67,19;49,9;62,39;9,6;90,36;56,78;47,61;36,56;85,68;0,33;14,35;110,38;14,89;2,53;4,57;18,01;36,1;26,48;48,74;65,05;87,42;62,96;37,36;5;22,34;5;17,37;6,1;23,1;37,5;4,6;5,7;3,37;0,16;62,47;11,1;22,34;39,71;89,35;19,86;9,93;11,93;19,48;7,7;51,26;11,93;61,54;0,89;10;8;1;30,02;7,98;38,85;1,36;2;20,53;29,17;2;0,59;0,29;118723,65;31985,2;95443,01;238317,39;484469,25;506340,59;12348,26;7872358,17;37380;498
1300409;AM;58,19;76,29;61,34;36,95;91,57;74,24;80,38;58,97;67,11;6,2;89,25;82,79;29,64;34,6;80,61;2,94;12,07;40,32;3,62;7,27;3,68;74,85;3,58;100;74,94;77,61;85,14;82,75;34,06;5;14,47;4;2,91;4,9;23,1;33,8;4,7;2,3;0,89;0,9;38,43;5,3;18,09;21,71;50,66;39,8;7,24;48,47;0,18;1,32;59,39;0,43;81,82;0,11;3;5;1;31,79;2,39;86,92;3,82;3;32,07;26,56;2;4,57;2,99;31861,9;19069,03;41808,89;146400;239139,82;245621,57;8844,22;2683413,22;9056;1621
1300508;AM;54,53;71,04;58,84;33,72;87,94;68,62;64,05;63,55;66,79;7,39;86,61;74,57;16,55;37,56;67,83;12,93;18,91;233,37;9,24;6,24;4,69;56,3;25,49;100;31,19;77,31;85,98;52,65;11,1;4;12,31;4;6,16;3,8;14,5;48,8;4,25;0,8;0,79;0,14;58,93;6,8;30,79;33,86;86,2;61,57;3,08;28,03;14,27;1,17;11,37;2,16;63,64;0,22;2;0;1;30,73;3,7;24,47;3,6;3;82,49;56,07;3;21,66;12,18;52170,92;16600,36;57523,41;208089,57;334384,26;344889,51;10476,91;12205030,43;23980;1439
1300607;AM;53,18;65,88;64,38;29,26;84,75;43,17;76,92;58,7;71,84;6,55;85,68;93,47;41,5;52,02;9,99;13,54;18,29;304,88;27,31;4,55;4,41;47;21,25;46,67;50,99;84,15;95,33;70,3;33,06;5;15,93;4;4,55;3,7;14,2;29,3;4,4;1,4;0,32;0,18;53,49;6,01;15,93;38,69;79,66;43,25;18,21;81,22;2,06;1,02;2,74;0,6;69,23;0,23;12;0;4;25,51;1,21;76,83;73,88;5;567,55;202,95;4;22,2;13,06;36798,71;24291,26;64580,18;251028,32;376698,47;388780,9;8664,03;6170793,5;24987;2169
1300631;AM;55;68,62;59,38;37;90,39;50,95;74,2;58,95;59,47;8,09;91,87;78,08;33,79;38,09;72,54;3,59;13,73;190,48;4,98;4,98;4,51;54,59;38,26;51,21;48,75;75,59;91,27;75,03;36,88;5;14,93;4;3,05;4,6;26,8;44,4;4,65;8,7;1,92;0,14;57,87;8,84;4,98;29,86;34,84;25,41;5,08;36,23;1,49;5;10,38;5,02;44,44;0;7;6;2;34,51;1,44;37,84;43,2;5;30,81;25,39;2;6,05;3,37;26467,47;10111,88;38302,65;129777,15;204659,16;211871,21;10333,67;7481164,92;19702;869
1300680;AM;56,26;67,03;57,28;44,47;80,39;54,05;81,78;51,91;65,87;7,57;87,87;67,82;39,37;40,21;76,58;21,72;26,76;303,03;5,1;35,67;3,46;69,81;14,76;49,36;53,94;86,24;97,62;82,42;34,14;5;30,57;5;5,1;4,9;17,1;39,2;4,25;2,4;0,74;0,14;62,71;4,83;50,95;25,48;76,43;25,48;10,19;0;8,34;1,91;9,29;2,1;66,67;0,05;7;7;2;31,77;2,4;38,46;0;1;75,82;102,78;3;33,18;22,46;25810,39;9165,17;30379,26;112933,09;178287,89;182412,1;9102,4;3217729,09;9828;856
1300706;AM;51,33;65,99;58,71;29,27;87,04;67,87;70,02;39,04;75,29;8,13;87,95;63,46;12,65;38,05;56,75;9,64;25,07;139,28;2,89;11,55;4,68;57,02;17,9;100;57,57;77,34;93,34;47,37;75,04;6;43,31;6;11,55;2,5;17,8;29,2;5,05;0,8;2,09;0,22;63,26;1,11;5,78;37,53;60,63;63,52;2,89;31,29;14,8;16,1;199,36;63,13;54,55;0,46;1;0;2;33,71;6,1;26,32;10,91;4;64,87;169,36;4;15,99;9,18;121255,4;53416,79;115369,36;189778,01;479819,56;512795,58;14668,9;24380909,09;17307;1710
